Name	Copy	Chrom	Start	End	IncludedTargets	CaptureType
P48-45-3	C0	PvP01_12_v1	327708	328008	P48-45-3	targets
SNP-231	C0	PvP01_12_v1	329539	329839	SNP-231	targets
iSNP-97	C0	PvP01_12_v1	332643	332943	iSNP-97	targets
SNP-232	C0	PvP01_12_v1	338658	338958	SNP-232	targets
iSNP-98	C0	PvP01_12_v1	362537	362837	iSNP-98	targets
SNP-233	C0	PvP01_12_v1	397091	397391	SNP-233	targets
iSNP-99	C0	PvP01_12_v1	398772	399072	iSNP-99	targets
SNP-7	C0	PvP01_12_v1	408075	408377	SNP-7	targets
SNP-234	C0	PvP01_12_v1	424736	425036	SNP-234	targets
iSNP-100	C0	PvP01_12_v1	457640	457940	iSNP-100	targets
SNP-235	C0	PvP01_12_v1	459949	460249	SNP-235	targets
SNP-236	C0	PvP01_12_v1	461246	461546	SNP-236	targets
SNP-237	C0	PvP01_12_v1	464867	465167	SNP-237	targets
SNP-238	C0	PvP01_12_v1	467161	467461	SNP-238	targets
iSNP-101	C0	PvP01_12_v1	492386	492686	iSNP-101	targets
ApiAP2-4	C0	PvP01_12_v1	524180	524480	ApiAP2-4	targets
IMC1k-1	C0	PvP01_12_v1	571013	571541	IMC1k-1,IMC1k-2	targets
SNP-239	C0	PvP01_12_v1	579324	579624	SNP-239	targets
iSNP-102	C0	PvP01_12_v1	595669	595969	iSNP-102	targets
SNP-240	C0	PvP01_12_v1	613938	614238	SNP-240	targets
SNP-241	C0	PvP01_12_v1	673251	673551	SNP-241	targets
iSNP-103	C0	PvP01_12_v1	702229	702529	iSNP-103	targets
TRAP-1	C0	PvP01_12_v1	769366	769666	TRAP-1	targets
TRAP-2	C0	PvP01_12_v1	769816	770160	TRAP-2,TRAP-3	targets
SNP-242	C0	PvP01_12_v1	792216	792516	SNP-242	targets
SNP-243	C0	PvP01_12_v1	918564	918864	SNP-243	targets
iSNP-104	C0	PvP01_12_v1	926256	926556	iSNP-104	targets
SNP-244	C0	PvP01_12_v1	926846	927146	SNP-244	targets
SNP-245	C0	PvP01_12_v1	1013276	1013576	SNP-245	targets
SNP-246	C0	PvP01_12_v1	1135565	1135865	SNP-246	targets
SNP-247	C0	PvP01_12_v1	1154729	1155029	SNP-247	targets
SNP-248	C0	PvP01_12_v1	1185011	1185311	SNP-248	targets
SNP-249	C0	PvP01_12_v1	1205835	1206135	SNP-249	targets
SNP-250	C0	PvP01_12_v1	1275748	1276048	SNP-250	targets
iSNP-105	C0	PvP01_12_v1	1304764	1305064	iSNP-105	targets
SNP-251	C0	PvP01_12_v1	1385021	1385321	SNP-251	targets
SNP-252	C0	PvP01_12_v1	1394813	1395113	SNP-252	targets
SNP-253	C0	PvP01_12_v1	1430359	1430659	SNP-253	targets
SNP-254	C0	PvP01_12_v1	1521597	1521897	SNP-254	targets
SNP-255	C0	PvP01_12_v1	1543815	1544115	SNP-255	targets
iSNP-106	C0	PvP01_12_v1	1592574	1592874	iSNP-106	targets
iSNP-107	C0	PvP01_12_v1	1604501	1604801	iSNP-107	targets
SNP-256	C0	PvP01_12_v1	1617428	1617728	SNP-256	targets
SNP-257	C0	PvP01_12_v1	1653481	1653781	SNP-257	targets
SNP-258	C0	PvP01_12_v1	1738649	1738949	SNP-258	targets
SNP-259	C0	PvP01_12_v1	1754357	1754657	SNP-259	targets
SNP-8	C0	PvP01_12_v1	1869512	1869812	SNP-8	targets
SNP-260	C0	PvP01_12_v1	1874845	1875145	SNP-260	targets
SNP-261	C0	PvP01_12_v1	1964746	1965046	SNP-261	targets
SNP-262	C0	PvP01_12_v1	2027340	2027640	SNP-262	targets
SNP-263	C0	PvP01_12_v1	2057228	2057528	SNP-263	targets
SNP-264	C0	PvP01_12_v1	2075793	2076093	SNP-264	targets
SNP-264	C1	Transfer.PvP01_00_36.final	25859	26159	SNP-264	targets
SNP-265	C0	PvP01_12_v1	2093056	2093356	SNP-265	targets
iSNP-108	C0	PvP01_12_v1	2110608	2110908	iSNP-108	targets
iSNP-109	C0	PvP01_12_v1	2127510	2127810	iSNP-109	targets
iSNP-110	C0	PvP01_12_v1	2279249	2279549	iSNP-110	targets
SNP-266	C0	PvP01_12_v1	2364595	2364895	SNP-266	targets
SNP-267	C0	PvP01_12_v1	2412798	2413098	SNP-267	targets
SNP-268	C0	PvP01_12_v1	2449990	2450290	SNP-268	targets
SNP-269	C0	PvP01_12_v1	2522695	2522995	SNP-269	targets
TREP	C0	PvP01_12_v1	2669641	2669941	TREP	targets
SNP-270	C0	PvP01_12_v1	2684685	2684985	SNP-270	targets
SNP-271	C0	PvP01_12_v1	2708418	2708718	SNP-271	targets
SNP-272	C0	PvP01_12_v1	2714004	2714304	SNP-272	targets
iSNP-111	C0	PvP01_12_v1	2922746	2923046	iSNP-111	targets
CRMP4	C0	PvP01_12_v1	2955060	2955360	CRMP4	targets
SNP-273	C0	PvP01_12_v1	2976478	2976778	SNP-273	targets
SNP-293	C0	PvP01_14_v1	83195	83495	SNP-293	targets
NHE	C0	PvP01_14_v1	202044	202344	NHE	targets
SNP-294	C0	PvP01_14_v1	364841	365141	SNP-294	targets
SNP-295	C0	PvP01_14_v1	446997	447297	SNP-295	targets
SNP-296	C0	PvP01_14_v1	459680	459980	SNP-296	targets
SNP-297	C0	PvP01_14_v1	477275	477575	SNP-297	targets
SNP-298	C0	PvP01_14_v1	560519	560819	SNP-298	targets
SNP-299	C0	PvP01_14_v1	614582	614882	SNP-299	targets
SNP-300	C0	PvP01_14_v1	623391	623691	SNP-300	targets
SNP-301	C0	PvP01_14_v1	635573	635873	SNP-301	targets
SNP-302	C0	PvP01_14_v1	673455	673755	SNP-302	targets
SNP-303	C0	PvP01_14_v1	683267	683567	SNP-303	targets
iSNP-119	C0	PvP01_14_v1	722425	722725	iSNP-119	targets
iSNP-120	C0	PvP01_14_v1	762586	762886	iSNP-120	targets
SNP-304	C0	PvP01_14_v1	768046	768346	SNP-304	targets
SNP-305	C0	PvP01_14_v1	934743	935043	SNP-305	targets
SNP-306	C0	PvP01_14_v1	1070783	1071364	SNP-306,SNP-307	targets
SNP-308	C0	PvP01_14_v1	1089264	1089564	SNP-308	targets
SNP-309	C0	PvP01_14_v1	1192508	1192808	SNP-309	targets
SNP-310	C0	PvP01_14_v1	1203235	1203535	SNP-310	targets
iSNP-121	C0	PvP01_14_v1	1250680	1250980	iSNP-121	targets
PPM5	C0	PvP01_14_v1	1296190	1296490	PPM5	targets
SNP-311	C0	PvP01_14_v1	1307021	1307321	SNP-311	targets
iSNP-122	C0	PvP01_14_v1	1313362	1313662	iSNP-122	targets
iSNP-123	C0	PvP01_14_v1	1314505	1314805	iSNP-123	targets
SNP-312	C0	PvP01_14_v1	1319361	1319661	SNP-312	targets
SNP-313	C0	PvP01_14_v1	1336450	1336750	SNP-313	targets
SNP-314	C0	PvP01_14_v1	1354170	1354470	SNP-314	targets
SNP-315	C0	PvP01_14_v1	1373208	1373508	SNP-315	targets
iSNP-124	C0	PvP01_14_v1	1476884	1477184	iSNP-124	targets
iSNP-125	C0	PvP01_14_v1	1542359	1542659	iSNP-125	targets
iSNP-126	C0	PvP01_14_v1	1542706	1543006	iSNP-126	targets
SNP-316	C0	PvP01_14_v1	1604263	1604563	SNP-316	targets
iSNP-127	C0	PvP01_14_v1	1624429	1624729	iSNP-127	targets
SNP-317	C0	PvP01_14_v1	1655135	1655435	SNP-317	targets
SNP-318	C0	PvP01_14_v1	1722296	1722787	SNP-318,SNP-319	targets
SNP-320	C0	PvP01_14_v1	1754614	1754914	SNP-320	targets
GyrA	C0	PvP01_14_v1	1799221	1799521	GyrA	targets
SNP-321	C0	PvP01_14_v1	1818229	1818529	SNP-321	targets
SNP-322	C0	PvP01_14_v1	1850090	1850390	SNP-322	targets
CCHL	C0	PvP01_14_v1	1863195	1863495	CCHL	targets
SNP-323	C0	PvP01_14_v1	1869122	1869422	SNP-323	targets
SNP-324	C0	PvP01_14_v1	1889586	1889886	SNP-324	targets
SNP-325	C0	PvP01_14_v1	1915033	1915333	SNP-325	targets
HAD3	C0	PvP01_14_v1	1921058	1921358	HAD3	targets
SNP-326	C0	PvP01_14_v1	1923073	1923373	SNP-326	targets
SNP-9	C0	PvP01_14_v1	1923846	1924201	SNP-9,SNP-10	targets
SNP-327	C0	PvP01_14_v1	1924508	1924808	SNP-327	targets
iSNP-128	C0	PvP01_14_v1	2221195	2221495	iSNP-128	targets
iSNP-129	C0	PvP01_14_v1	2229016	2229316	iSNP-129	targets
SNP-328	C0	PvP01_14_v1	2416797	2417097	SNP-328	targets
SNP-329	C0	PvP01_14_v1	2516714	2517014	SNP-329	targets
SNP-330	C0	PvP01_14_v1	2520938	2521238	SNP-330	targets
iSNP-130	C0	PvP01_14_v1	2595513	2595813	iSNP-130	targets
SNP-331	C0	PvP01_14_v1	2626062	2626362	SNP-331	targets
SNP-332	C0	PvP01_14_v1	2639794	2640094	SNP-332	targets
PSOP26-1	C0	PvP01_14_v1	2662363	2662663	PSOP26-1	targets
PSOP26-2	C0	PvP01_14_v1	2662860	2663435	PSOP26-2,PSOP26-3	targets
SNP-333	C0	PvP01_14_v1	2695436	2695745	SNP-333,SNP-334	targets
SNP-335	C0	PvP01_14_v1	2779505	2779805	SNP-335	targets
SNP-336	C0	PvP01_14_v1	2793350	2793650	SNP-336	targets
iSNP-131	C0	PvP01_14_v1	2794057	2794357	iSNP-131	targets
SNP-337	C0	PvP01_14_v1	2810267	2810567	SNP-337	targets
LRR12	C0	PvP01_14_v1	2835328	2835628	LRR12	targets
G377-1	C0	PvP01_14_v1	2861932	2862284	G377-1,G377-2	targets
SNP-338	C0	PvP01_14_v1	2892376	2892676	SNP-338	targets
SNP-339	C0	PvP01_14_v1	2947038	2947338	SNP-339	targets
RBP3	C0	PvP01_14_v1	2957264	2957564	RBP3	targets
iSNP-132	C0	PvP01_14_v1	2963066	2963366	iSNP-132	targets
SNP-340	C0	PvP01_14_v1	2964471	2964771	SNP-340	targets
SNP-341	C0	PvP01_14_v1	2964956	2965782	SNP-341,SNP-342,SNP-343,SNP-344,SNP-345	targets
SNP-346	C0	PvP01_14_v1	2965879	2966179	SNP-346	targets
iSNP-2	C0	PvP01_01_v1	46427	46727	iSNP-2	targets
SNP-13	C0	PvP01_01_v1	210690	210990	SNP-13	targets
SNP-14	C0	PvP01_01_v1	242815	243115	SNP-14	targets
iSNP-3	C0	PvP01_01_v1	342490	342790	iSNP-3	targets
SNP-15	C0	PvP01_01_v1	354106	354406	SNP-15	targets
MSH2-2	C0	PvP01_01_v1	360919	361219	MSH2-2	targets
POP1	C0	PvP01_01_v1	468385	468685	POP1	targets
SNP-16	C0	PvP01_01_v1	521656	521956	SNP-16	targets
SNP-17	C0	PvP01_01_v1	521965	522265	SNP-17	targets
SNP-18	C0	PvP01_01_v1	532729	533302	SNP-18,SNP-19,SNP-20	targets
SNP-21	C0	PvP01_01_v1	563774	564074	SNP-21	targets
SNP-22	C0	PvP01_01_v1	633032	633332	SNP-22	targets
g-tub	C0	PvP01_01_v1	746359	746659	g-tub	targets
SNP-23	C0	PvP01_01_v1	803350	803650	SNP-23	targets
SNP-24	C0	PvP01_01_v1	838061	838361	SNP-24	targets
SNP-25	C0	PvP01_01_v1	854583	854883	SNP-25	targets
WARP-1	C0	PvP01_01_v1	866846	867430	WARP-1,WARP-2	targets
SNP-26	C0	PvP01_01_v1	874902	875202	SNP-26	targets
iSNP-4	C0	PvP01_01_v1	894585	894885	iSNP-4	targets
SNP-27	C0	PvP01_01_v1	902987	903396	SNP-27,SNP-28	targets
SNP-29	C0	PvP01_01_v1	986132	986432	SNP-29	targets
SNP-30	C0	PvP01_02_v1	110841	111141	SNP-30	targets
SNP-31	C0	PvP01_02_v1	155155	155455	SNP-31	targets
SNP-32	C0	PvP01_02_v1	156137	156437	SNP-32	targets
SNP-33	C0	PvP01_02_v1	158073	158373	SNP-33	targets
SNP-34	C0	PvP01_02_v1	172261	172561	SNP-34	targets
iSNP-5	C0	PvP01_02_v1	211226	211526	iSNP-5	targets
RPB9	C0	PvP01_02_v1	224298	224598	RPB9	targets
SNP-35	C0	PvP01_02_v1	239081	239381	SNP-35	targets
SNP-36	C0	PvP01_02_v1	274684	274984	SNP-36	targets
SNP-37	C0	PvP01_02_v1	327301	327601	SNP-37	targets
SNP-38	C0	PvP01_02_v1	411081	411381	SNP-38	targets
UBP1	C0	PvP01_02_v1	418467	418767	UBP1	targets
NT4	C0	PvP01_02_v1	473509	473809	NT4	targets
SNP-39	C0	PvP01_02_v1	501333	501633	SNP-39	targets
SNP-40	C0	PvP01_02_v1	518112	518412	SNP-40	targets
SNP-41	C0	PvP01_02_v1	524354	524654	SNP-41	targets
SNP-42	C0	PvP01_02_v1	581886	582186	SNP-42	targets
SNP-43	C0	PvP01_02_v1	690887	691187	SNP-43	targets
iSNP-6	C0	PvP01_02_v1	825100	825400	iSNP-6	targets
SNP-44	C0	PvP01_03_v1	150094	150394	SNP-44	targets
SNP-45	C0	PvP01_03_v1	163310	163610	SNP-45	targets
SNP-46	C0	PvP01_03_v1	185727	186027	SNP-46	targets
SNP-47	C0	PvP01_03_v1	198874	199174	SNP-47	targets
SNP-48	C0	PvP01_03_v1	284222	284522	SNP-48	targets
ZRANB2	C0	PvP01_03_v1	369849	370149	ZRANB2	targets
PPM1	C0	PvP01_03_v1	442786	443086	PPM1	targets
SNP-49	C0	PvP01_03_v1	464479	464779	SNP-49	targets
SNP-50	C0	PvP01_03_v1	501702	502002	SNP-50	targets
SNP-51	C0	PvP01_03_v1	540273	540573	SNP-51	targets
DMT2	C0	PvP01_03_v1	552860	553160	DMT2	targets
SNP-52	C0	PvP01_03_v1	661458	661758	SNP-52	targets
SNP-53	C0	PvP01_03_v1	689072	689372	SNP-53	targets
SNP-54	C0	PvP01_03_v1	704433	704733	SNP-54	targets
SNP-55	C0	PvP01_03_v1	713255	713555	SNP-55	targets
SNP-56	C0	PvP01_03_v1	765140	765440	SNP-56	targets
iSNP-7	C0	PvP01_03_v1	767895	768195	iSNP-7	targets
iSNP-8	C0	PvP01_04_v1	44328	44628	iSNP-8	targets
iSNP-9	C0	PvP01_04_v1	51520	51820	iSNP-9	targets
iSNP-10	C0	PvP01_04_v1	81863	82163	iSNP-10	targets
SNP-57	C0	PvP01_04_v1	263839	264139	SNP-57	targets
iSNP-1	C0	PvP01_04_v1	308096	308396	iSNP-1	targets
SNP-58	C0	PvP01_04_v1	309237	309537	SNP-58	targets
ACS9-1	C0	PvP01_04_v1	401196	401772	ACS9-1,ACS9-2,ACS9-3,ACS9-4	targets
iSNP-11	C0	PvP01_04_v1	427215	427515	iSNP-11	targets
SNP-59	C0	PvP01_04_v1	492894	493194	SNP-59	targets
SNP-60	C0	PvP01_04_v1	506819	507119	SNP-60	targets
SNP-61	C0	PvP01_04_v1	601766	602066	SNP-61	targets
P230	C0	PvP01_04_v1	643478	643778	P230	targets
P230p	C0	PvP01_04_v1	651958	652258	P230p	targets
SNP-62	C0	PvP01_04_v1	667436	667888	SNP-62,SNP-63	targets
SNP-64	C0	PvP01_04_v1	747541	747841	SNP-64	targets
SNP-65	C0	PvP01_04_v1	749406	749706	SNP-65	targets
SNP-66	C0	PvP01_04_v1	802184	802484	SNP-66	targets
SNP-67	C0	PvP01_04_v1	852680	852980	SNP-67	targets
SNP-68	C0	PvP01_04_v1	857572	857872	SNP-68	targets
SNP-69	C0	PvP01_04_v1	921909	922209	SNP-69	targets
SNP-70	C0	PvP01_04_v1	924997	925297	SNP-70	targets
SNP-71	C0	PvP01_04_v1	982492	982792	SNP-71	targets
SNP-72	C0	PvP01_05_v1	177159	177459	SNP-72	targets
SNP-73	C0	PvP01_05_v1	179208	179508	SNP-73	targets
SNP-74	C0	PvP01_05_v1	188229	188529	SNP-74	targets
PDI8	C0	PvP01_05_v1	286091	286391	PDI8	targets
SNP-75	C0	PvP01_05_v1	408850	409150	SNP-75	targets
SNP-76	C0	PvP01_05_v1	484118	484418	SNP-76	targets
SNP-77	C0	PvP01_05_v1	495120	495420	SNP-77	targets
SNP-78	C0	PvP01_05_v1	496303	496643	SNP-78,SNP-79	targets
iSNP-12	C0	PvP01_05_v1	509764	510064	iSNP-12	targets
SNP-80	C0	PvP01_05_v1	560911	561211	SNP-80	targets
SNP-81	C0	PvP01_05_v1	574842	575148	SNP-81,SNP-82	targets
YIF1	C0	PvP01_05_v1	576972	577272	YIF1	targets
SNP-1	C0	PvP01_05_v1	618141	618441	SNP-1	targets
SNP-83	C0	PvP01_05_v1	685124	685424	SNP-83	targets
SNP-2	C0	PvP01_05_v1	722642	722942	SNP-2	targets
SNP-84	C0	PvP01_05_v1	728831	729131	SNP-84	targets
SNP-85	C0	PvP01_05_v1	738559	738859	SNP-85	targets
SNP-86	C0	PvP01_05_v1	789250	789821	SNP-86,SNP-87,iSNP-13	targets
SNP-88	C0	PvP01_05_v1	810793	811093	SNP-88	targets
SNP-89	C0	PvP01_05_v1	927810	928110	SNP-89	targets
iSNP-14	C0	PvP01_05_v1	939005	939305	iSNP-14	targets
iSNP-15	C0	PvP01_05_v1	941747	942047	iSNP-15	targets
SNP-90	C0	PvP01_05_v1	1031350	1031650	SNP-90	targets
SNP-91	C0	PvP01_05_v1	1067326	1067626	SNP-91	targets
iSNP-133	C0	PvP01_05_v1	1070929	1071229	iSNP-133	targets
SNP-92	C0	PvP01_05_v1	1092760	1093060	SNP-92	targets
SNP-93	C0	PvP01_05_v1	1311264	1311564	SNP-93	targets
SNP-94	C0	PvP01_05_v1	1312012	1312312	SNP-94	targets
iSNP-16	C0	PvP01_05_v1	1325246	1325546	iSNP-16	targets
SNP-95	C0	PvP01_05_v1	1331183	1331483	SNP-95	targets
SNP-96	C0	PvP01_05_v1	1360315	1360615	SNP-96	targets
SNP-97	C0	PvP01_05_v1	1387758	1388058	SNP-97	targets
SNP-98	C0	PvP01_05_v1	1404489	1404789	SNP-98	targets
SNP-99	C0	PvP01_05_v1	1408977	1409277	SNP-99	targets
SNP-100	C0	PvP01_06_v1	203532	203832	SNP-100	targets
SNP-101	C0	PvP01_06_v1	285362	285662	SNP-101	targets
SNP-102	C0	PvP01_06_v1	312808	313108	SNP-102	targets
SNP-103	C0	PvP01_06_v1	447967	448267	SNP-103	targets
SNP-104	C0	PvP01_06_v1	477083	477383	SNP-104	targets
SNP-105	C0	PvP01_06_v1	501997	502297	SNP-105	targets
SNP-106	C0	PvP01_06_v1	502515	502903	SNP-106,SNP-107	targets
SNP-108	C0	PvP01_06_v1	503493	503793	SNP-108	targets
SNP-109	C0	PvP01_06_v1	523001	523301	SNP-109	targets
SNP-110	C0	PvP01_06_v1	526659	526959	SNP-110	targets
SNP-111	C0	PvP01_06_v1	527264	527564	SNP-111	targets
SNP-112	C0	PvP01_06_v1	530964	531543	SNP-112,SNP-113	targets
RPB7	C0	PvP01_06_v1	549290	549590	RPB7	targets
MTRAP-1	C0	PvP01_06_v1	588819	589409	MTRAP-1,MTRAP-2	targets
SNP-114	C0	PvP01_06_v1	612383	612683	SNP-114	targets
SNP-115	C0	PvP01_06_v1	646205	646505	SNP-115	targets
CLAMP	C0	PvP01_06_v1	646714	647014	CLAMP	targets
iSNP-17	C0	PvP01_06_v1	647422	647722	iSNP-17	targets
SNP-116	C0	PvP01_06_v1	661377	661677	SNP-116	targets
SNP-117	C0	PvP01_06_v1	665302	665660	SNP-117,SNP-118	targets
iSNP-18	C0	PvP01_06_v1	667627	667927	iSNP-18	targets
P28-2	C0	PvP01_06_v1	668145	668510	P28-2,P28-1	targets
iSNP-19	C0	PvP01_06_v1	668903	669203	iSNP-19	targets
SNP-119	C0	PvP01_06_v1	670523	670823	SNP-119	targets
iSNP-20	C0	PvP01_06_v1	674508	674808	iSNP-20	targets
RimM	C0	PvP01_06_v1	707948	708248	RimM	targets
iSNP-21	C0	PvP01_06_v1	759092	759392	iSNP-21	targets
SNP-120	C0	PvP01_06_v1	867087	867387	SNP-120	targets
SNP-121	C0	PvP01_06_v1	884436	884736	SNP-121	targets
SNP-122	C0	PvP01_06_v1	927720	928020	SNP-122	targets
SNP-123	C0	PvP01_06_v1	932319	932619	SNP-123	targets
SNP-124	C0	PvP01_06_v1	937489	937789	SNP-124	targets
SNP-145	C0	PvP01_08_v1	111939	112239	SNP-145	targets
iSNP-31	C0	PvP01_08_v1	203716	204016	iSNP-31	targets
SNP-146	C0	PvP01_08_v1	209736	210036	SNP-146	targets
SNP-147	C0	PvP01_08_v1	243035	243335	SNP-147	targets
SNP-148	C0	PvP01_08_v1	260812	261112	SNP-148	targets
HDA2	C0	PvP01_08_v1	334877	335177	HDA2	targets
SNP-149	C0	PvP01_08_v1	495475	495775	SNP-149	targets
SNP-150	C0	PvP01_08_v1	556103	556403	SNP-150	targets
SNP-151	C0	PvP01_08_v1	562375	562675	SNP-151	targets
SNP-152	C0	PvP01_08_v1	604120	604420	SNP-152	targets
SNP-153	C0	PvP01_08_v1	606595	606895	SNP-153	targets
SNP-154	C0	PvP01_08_v1	619390	619690	SNP-154	targets
iSNP-32	C0	PvP01_08_v1	637485	637785	iSNP-32	targets
CYP19A	C0	PvP01_08_v1	789693	789993	CYP19A	targets
SNP-155	C0	PvP01_08_v1	820292	820592	SNP-155	targets
SNP-156	C0	PvP01_08_v1	823721	824021	SNP-156	targets
iSNP-33	C0	PvP01_08_v1	826028	826328	iSNP-33	targets
iSNP-34	C0	PvP01_08_v1	863782	864082	iSNP-34	targets
Cap380-1	C0	PvP01_08_v1	869461	869761	Cap380-1	targets
Cap380-2	C0	PvP01_08_v1	875990	876290	Cap380-2	targets
Cap380-3	C0	PvP01_08_v1	878166	878466	Cap380-3	targets
SNP-157	C0	PvP01_08_v1	883970	884270	SNP-157	targets
iSNP-35	C0	PvP01_08_v1	889229	889529	iSNP-35	targets
ABCI3	C0	PvP01_08_v1	897119	897419	ABCI3	targets
SNP-158	C0	PvP01_08_v1	914077	914377	SNP-158	targets
ATPase7	C0	PvP01_08_v1	926540	926840	ATPase7	targets
iSNP-36	C0	PvP01_08_v1	938086	938386	iSNP-36	targets
FNT	C0	PvP01_08_v1	1051547	1051847	FNT	targets
SNP-159	C0	PvP01_08_v1	1069039	1069339	SNP-159	targets
iSNP-37	C0	PvP01_08_v1	1074056	1074356	iSNP-37	targets
SNP-160	C0	PvP01_08_v1	1075151	1075451	SNP-160	targets
CTRP	C0	PvP01_08_v1	1110348	1110648	CTRP	targets
SNP-161	C0	PvP01_08_v1	1126106	1126406	SNP-161	targets
iSNP-38	C0	PvP01_08_v1	1228428	1228728	iSNP-38	targets
SNP-162	C0	PvP01_08_v1	1242850	1243150	SNP-162	targets
SNP-163	C0	PvP01_08_v1	1255648	1255948	SNP-163	targets
SNP-164	C0	PvP01_08_v1	1265272	1265572	SNP-164	targets
iSNP-39	C0	PvP01_08_v1	1277064	1277364	iSNP-39	targets
iSNP-40	C0	PvP01_08_v1	1364496	1364796	iSNP-40	targets
iSNP-41	C0	PvP01_08_v1	1365656	1365956	iSNP-41	targets
SNP-165	C0	PvP01_08_v1	1546274	1546574	SNP-165	targets
iSNP-42	C0	PvP01_08_v1	1664163	1664582	iSNP-42,iSNP-43	targets
iSNP-44	C0	PvP01_08_v1	1667833	1668133	iSNP-44	targets
iSNP-45	C0	PvP01_09_v1	166934	167234	iSNP-45	targets
iSNP-46	C0	PvP01_09_v1	179708	180008	iSNP-46	targets
SNP-166	C0	PvP01_09_v1	434285	434585	SNP-166	targets
iSNP-47	C0	PvP01_09_v1	553133	553433	iSNP-47	targets
SNP-167	C0	PvP01_09_v1	718247	718547	SNP-167	targets
SNP-168	C0	PvP01_09_v1	796713	797013	SNP-168	targets
SNP-169	C0	PvP01_09_v1	806493	806793	SNP-169	targets
iSNP-48	C0	PvP01_09_v1	826687	826987	iSNP-48	targets
NOP56	C0	PvP01_09_v1	842494	842794	NOP56	targets
SNP-170	C0	PvP01_09_v1	878524	878824	SNP-170	targets
SNP-171	C0	PvP01_09_v1	892705	893005	SNP-171	targets
iSNP-49	C0	PvP01_09_v1	1057906	1058206	iSNP-49	targets
CDPK7-1	C0	PvP01_09_v1	1062798	1063152	CDPK7-1,CDPK7-2	targets
SNP-172	C0	PvP01_09_v1	1138692	1138992	SNP-172	targets
mtRNAP	C0	PvP01_09_v1	1155442	1155742	mtRNAP	targets
SNP-173	C0	PvP01_09_v1	1169820	1170120	SNP-173	targets
ATG7	C0	PvP01_09_v1	1179822	1180122	ATG7	targets
