Chrom	Start	End	Name	MaxInsertionLength
PvP01_09_v1	1235458	1235458	MAF40-156	
PvP01_09_v1	1456350	1456350	MAF40-157	
PvP01_09_v1	1507815	1507815	MAF40-158	
PvP01_09_v1	1657493	1657493	MAF40-159	
PvP01_09_v1	1705771	1705771	MAF40-160	
PvP01_09_v1	1716901	1716901	MAF40-161	
PvP01_09_v1	1739957	1739957	MAF40-162	
PvP01_09_v1	1866964	1866964	MAF40-163	
PvP01_10_v1	187059	187059	MAF40-164	
PvP01_10_v1	222498	222498	MAF40-165	
PvP01_10_v1	310538	310538	MAF40-166	
PvP01_10_v1	548450	548450	MAF40-167	
PvP01_10_v1	637160	637160	MAF40-168	
PvP01_10_v1	638101	638101	MAF40-169	
PvP01_10_v1	640889	640889	MAF40-170	
PvP01_10_v1	640991	640991	MAF40-171	
PvP01_10_v1	1059157	1059157	MAF40-172	
PvP01_10_v1	1332294	1332294	MAF40-173	
PvP01_10_v1	1332320	1332320	MAF40-174	
PvP01_10_v1	1332349	1332349	MAF40-175	
PvP01_10_v1	1332356	1332356	MAF40-176	
PvP01_10_v1	1332389	1332389	MAF40-177	
PvP01_10_v1	1332455	1332455	MAF40-178	
PvP01_10_v1	1332559	1332559	MAF40-179	
PvP01_10_v1	1332631	1332631	MAF40-180	
PvP01_10_v1	1332633	1332633	MAF40-181	
PvP01_10_v1	1332642	1332642	MAF40-182	
PvP01_10_v1	1332646	1332646	MAF40-183	
PvP01_10_v1	1332667	1332667	MAF40-184	
PvP01_10_v1	1332798	1332798	MAF40-185	
PvP01_10_v1	1332939	1332939	MAF40-186	
PvP01_10_v1	1340236	1340236	MAF40-187	
PvP01_10_v1	1340285	1340285	MAF40-188	
PvP01_10_v1	1343706	1343706	MAF40-189	
PvP01_10_v1	1343733	1343733	MAF40-190	
PvP01_10_v1	1344075	1344075	MAF40-191	
PvP01_10_v1	1344076	1344076	MAF40-192	
PvP01_10_v1	1344136	1344136	MAF40-193	
PvP01_10_v1	1344546	1344546	MAF40-194	
PvP01_10_v1	1344607	1344607	MAF40-195	
PvP01_10_v1	1344713	1344713	MAF40-196	
PvP01_10_v1	1348897	1348897	MAF40-197	
PvP01_10_v1	1348913	1348913	MAF40-198	
PvP01_10_v1	1371426	1371426	MAF40-199	
PvP01_10_v1	1372241	1372241	MAF40-200	
PvP01_10_v1	1372979	1372979	MAF40-201	
PvP01_10_v1	1372994	1372994	MAF40-202	
PvP01_10_v1	1378865	1378865	MAF40-203	
PvP01_10_v1	1394587	1394587	MAF40-204	
PvP01_10_v1	1400341	1400341	MAF40-205	
PvP01_11_v1	107760	107760	MAF40-206	
PvP01_11_v1	157589	157589	MAF40-207	
PvP01_11_v1	415281	415281	MAF40-208	
PvP01_11_v1	689510	689510	MAF40-209	
PvP01_11_v1	742663	742663	MAF40-210	
PvP01_11_v1	758464	758464	MAF40-211	
PvP01_11_v1	760151	760151	MAF40-212	
PvP01_11_v1	871562	871562	MAF40-213	
PvP01_11_v1	871563	871563	MAF40-214	
PvP01_11_v1	1068502	1068502	MAF40-215	
PvP01_11_v1	1138228	1138228	MAF40-216	
PvP01_11_v1	1413683	1413683	MAF40-217	
PvP01_11_v1	1591549	1591549	MAF40-218	
PvP01_11_v1	1678083	1678083	MAF40-219	
PvP01_11_v1	1811117	1811117	MAF40-220	
PvP01_11_v1	1814845	1814845	MAF40-221	
PvP01_11_v1	1819127	1819127	MAF40-222	
PvP01_11_v1	1864052	1864052	MAF40-223	
PvP01_11_v1	1872226	1872226	MAF40-224	
PvP01_11_v1	1899121	1899121	MAF40-225	
PvP01_11_v1	1980790	1980790	MAF40-226	
PvP01_11_v1	2013186	2013186	MAF40-227	
PvP01_11_v1	2106211	2106211	MAF40-228	
PvP01_11_v1	2106227	2106227	MAF40-229	
PvP01_11_v1	2106245	2106245	MAF40-230	
PvP01_11_v1	2106259	2106259	MAF40-231	
PvP01_11_v1	2106296	2106296	MAF40-232	
PvP01_11_v1	2106310	2106310	MAF40-233	
PvP01_11_v1	2107374	2107374	MAF40-234	
PvP01_11_v1	2107633	2107633	MAF40-235	
PvP01_11_v1	2107649	2107649	MAF40-236	
PvP01_11_v1	2107710	2107710	MAF40-237	
PvP01_11_v1	2107840	2107840	MAF40-238	
PvP01_11_v1	2107855	2107855	MAF40-239	
PvP01_11_v1	2107869	2107869	MAF40-240	
PvP01_11_v1	2107871	2107871	MAF40-241	
PvP01_11_v1	2107907	2107907	MAF40-242	
PvP01_11_v1	2107923	2107923	MAF40-243	
PvP01_11_v1	2107933	2107933	MAF40-244	
PvP01_11_v1	2108039	2108039	MAF40-245	
PvP01_11_v1	2108047	2108047	MAF40-246	
PvP01_11_v1	2108201	2108201	MAF40-247	
PvP01_11_v1	2108303	2108303	MAF40-248	
PvP01_11_v1	2108307	2108307	MAF40-249	
PvP01_11_v1	2108399	2108399	MAF40-250	
PvP01_11_v1	2108438	2108438	MAF40-251	
PvP01_11_v1	2108468	2108468	MAF40-252	
PvP01_11_v1	2108590	2108590	MAF40-253	
PvP01_11_v1	2108594	2108594	MAF40-254	
PvP01_11_v1	2108611	2108611	MAF40-255	
PvP01_11_v1	2108709	2108709	MAF40-256	
PvP01_11_v1	2108850	2108850	MAF40-257	
PvP01_11_v1	2108952	2108952	MAF40-258	
PvP01_11_v1	2108955	2108955	MAF40-259	
PvP01_11_v1	2109103	2109103	MAF40-260	
PvP01_11_v1	2112514	2112514	MAF40-261	
PvP01_11_v1	2112539	2112539	MAF40-262	
PvP01_11_v1	2112547	2112547	MAF40-263	
PvP01_11_v1	2112564	2112564	MAF40-264	
PvP01_11_v1	2112569	2112569	MAF40-265	
PvP01_11_v1	2112796	2112796	MAF40-266	
PvP01_11_v1	2112807	2112807	MAF40-267	
PvP01_11_v1	2112831	2112831	MAF40-268	
PvP01_11_v1	2112832	2112832	MAF40-269	
PvP01_11_v1	2113002	2113002	MAF40-270	
PvP01_11_v1	2113058	2113058	MAF40-271	
PvP01_11_v1	2113071	2113071	MAF40-272	
PvP01_11_v1	2113074	2113074	MAF40-273	
PvP01_11_v1	2113149	2113149	MAF40-274	
PvP01_11_v1	2113168	2113168	MAF40-275	
PvP01_11_v1	2113307	2113307	MAF40-276	
PvP01_11_v1	2113314	2113314	MAF40-277	
PvP01_11_v1	2113317	2113317	MAF40-278	
PvP01_11_v1	2113407	2113407	MAF40-279	
PvP01_11_v1	2113470	2113470	MAF40-280	
PvP01_11_v1	2116515	2116515	MAF40-281	
PvP01_11_v1	2116619	2116619	MAF40-282	
PvP01_11_v1	2116757	2116757	MAF40-283	
PvP01_11_v1	2116795	2116795	MAF40-284	
PvP01_11_v1	2116813	2116813	MAF40-285	
PvP01_11_v1	2122775	2122775	MAF40-286	
PvP01_11_v1	2122779	2122779	MAF40-287	
PvP01_11_v1	2123081	2123081	MAF40-288	
PvP01_11_v1	2124233	2124233	MAF40-289	
PvP01_11_v1	2124289	2124289	MAF40-290	
PvP01_11_v1	2124316	2124316	MAF40-291	
PvP01_11_v1	2124434	2124434	MAF40-292	
PvP01_11_v1	2124507	2124507	MAF40-293	
PvP01_11_v1	2124512	2124512	MAF40-294	
PvP01_11_v1	2124552	2124552	MAF40-295	
PvP01_11_v1	2124691	2124691	MAF40-296	
PvP01_11_v1	2124736	2124736	MAF40-297	
PvP01_11_v1	2124739	2124739	MAF40-298	
PvP01_11_v1	2124778	2124778	MAF40-299	
PvP01_11_v1	2124796	2124796	MAF40-300	
PvP01_11_v1	2124848	2124848	MAF40-301	
PvP01_11_v1	2124898	2124898	MAF40-302	
PvP01_11_v1	2124959	2124959	MAF40-303	
PvP01_11_v1	2125005	2125005	MAF40-304	
PvP01_11_v1	2125009	2125009	MAF40-305	
PvP01_11_v1	2125025	2125025	MAF40-306	
PvP01_12_v1	298101	298101	MAF40-307	
PvP01_12_v1	317399	317399	MAF40-308	
PvP01_12_v1	391934	391934	MAF40-309	
PvP01_12_v1	631631	631631	MAF40-310	
PvP01_12_v1	686413	686413	MAF40-311	
PvP01_12_v1	751248	751248	MAF40-312	
PvP01_12_v1	753545	753545	MAF40-313	
PvP01_12_v1	788236	788236	MAF40-314	
PvP01_12_v1	789575	789575	MAF40-315	
PvP01_12_v1	792080	792080	MAF40-316	
PvP01_12_v1	801121	801121	MAF40-317	
PvP01_12_v1	808251	808251	MAF40-318	
PvP01_12_v1	809489	809489	MAF40-319	
PvP01_12_v1	809559	809559	MAF40-320	
PvP01_12_v1	809768	809768	MAF40-321	
PvP01_12_v1	1077781	1077781	MAF40-322	
PvP01_12_v1	1420215	1420215	MAF40-323	
PvP01_12_v1	1421089	1421089	MAF40-324	
PvP01_12_v1	1431052	1431052	MAF40-325	
PvP01_12_v1	1534356	1534356	MAF40-326	
PvP01_12_v1	1534427	1534427	MAF40-327	
PvP01_12_v1	1549113	1549113	MAF40-328	
PvP01_12_v1	1551430	1551430	MAF40-329	
PvP01_12_v1	1568393	1568393	MAF40-330	
PvP01_12_v1	1569227	1569227	MAF40-331	
PvP01_12_v1	1603645	1603645	MAF40-332	
PvP01_12_v1	1604651	1604651	MAF40-333	
PvP01_12_v1	1753553	1753553	MAF40-334	
PvP01_12_v1	1774479	1774479	MAF40-335	
PvP01_12_v1	1817710	1817710	MAF40-336	
PvP01_12_v1	1840171	1840171	MAF40-337	
PvP01_12_v1	2365341	2365341	MAF40-338	
PvP01_13_v1	57218	57218	MAF40-339	
PvP01_13_v1	92584	92584	MAF40-340	
PvP01_13_v1	165473	165473	MAF40-341	
PvP01_13_v1	168902	168902	MAF40-342	
PvP01_13_v1	227986	227986	MAF40-343	
PvP01_13_v1	294779	294779	MAF40-344	
PvP01_13_v1	623400	623400	MAF40-345	
PvP01_13_v1	697239	697239	MAF40-346	
PvP01_13_v1	1007691	1007691	MAF40-347	
PvP01_13_v1	1046935	1046935	MAF40-348	
PvP01_13_v1	1103469	1103469	MAF40-349	
PvP01_13_v1	1103470	1103470	MAF40-350	
PvP01_13_v1	1375116	1375116	MAF40-351	
PvP01_13_v1	1480270	1480270	MAF40-352	
PvP01_13_v1	1520139	1520139	MAF40-353	
PvP01_13_v1	1521471	1521471	MAF40-354	
PvP01_13_v1	1530199	1530199	MAF40-355	
PvP01_13_v1	1557089	1557089	MAF40-356	
PvP01_13_v1	1726807	1726807	MAF40-357	
PvP01_13_v1	1726841	1726841	MAF40-358	
PvP01_13_v1	1729652	1729652	MAF40-359	
PvP01_13_v1	1745936	1745936	MAF40-360	
PvP01_13_v1	1818800	1818800	MAF40-361	
PvP01_13_v1	1825666	1825666	MAF40-362	
PvP01_13_v1	1953176	1953176	MAF40-363	
PvP01_13_v1	2000269	2000269	MAF40-364	
PvP01_13_v1	2000504	2000504	MAF40-365	
PvP01_13_v1	2080208	2080208	MAF40-366	
PvP01_13_v1	2080223	2080223	MAF40-367	
PvP01_13_v1	2080227	2080227	MAF40-368	
PvP01_13_v1	2080236	2080236	MAF40-369	
PvP01_13_v1	2080285	2080285	MAF40-370	
PvP01_13_v1	2080326	2080326	MAF40-371	
PvP01_13_v1	2080395	2080395	MAF40-372	
PvP01_13_v1	2080403	2080403	MAF40-373	
PvP01_13_v1	2080486	2080486	MAF40-374	
PvP01_13_v1	2080529	2080529	MAF40-375	
PvP01_13_v1	2080569	2080569	MAF40-376	
PvP01_13_v1	2081042	2081042	MAF40-377	
PvP01_13_v1	2081044	2081044	MAF40-378	
PvP01_13_v1	2081052	2081052	MAF40-379	
PvP01_13_v1	2081158	2081158	MAF40-380	
PvP01_14_v1	29713	29713	MAF40-381	
PvP01_14_v1	29716	29716	MAF40-382	
PvP01_14_v1	33546	33546	MAF40-383	
PvP01_14_v1	33582	33582	MAF40-384	
PvP01_14_v1	33583	33583	MAF40-385	
PvP01_14_v1	33732	33732	MAF40-386	
PvP01_14_v1	33733	33733	MAF40-387	
PvP01_14_v1	33737	33737	MAF40-388	
PvP01_14_v1	325493	325493	MAF40-389	
PvP01_14_v1	595795	595795	MAF40-390	
PvP01_14_v1	608523	608523	MAF40-391	
PvP01_14_v1	813272	813272	MAF40-392	
PvP01_14_v1	816094	816094	MAF40-393	
PvP01_14_v1	830721	830721	MAF40-394	
PvP01_14_v1	979018	979018	MAF40-395	
PvP01_14_v1	1039412	1039412	MAF40-396	
PvP01_14_v1	1155990	1155990	MAF40-397	
PvP01_14_v1	1189638	1189638	MAF40-398	
PvP01_14_v1	1689182	1689182	MAF40-399	
PvP01_14_v1	1858685	1858685	MAF40-400	
PvP01_14_v1	2152284	2152284	MAF40-401	
PvP01_14_v1	2364050	2364050	MAF40-402	
PvP01_14_v1	2444694	2444694	MAF40-403	
PvP01_14_v1	2444726	2444726	MAF40-404	
PvP01_14_v1	2919362	2919362	MAF40-405	
PvP01_14_v1	3098209	3098209	MAF40-406	
PvP01_14_v1	3098212	3098212	MAF40-407	
