Chrom	Start	End	Name	MaxInsertionLength
PvP01_09_v1	1232417	1232417	MAF5-212	
PvP01_09_v1	1232455	1232455	MAF5-213	
PvP01_09_v1	1232514	1232514	MAF5-214	
PvP01_09_v1	1232676	1232676	MAF5-215	
PvP01_09_v1	1233242	1233242	MAF5-216	
PvP01_09_v1	1233387	1233387	MAF5-217	
PvP01_09_v1	1233404	1233404	MAF5-218	
PvP01_09_v1	1233437	1233437	MAF5-219	
PvP01_09_v1	1233602	1233602	MAF5-220	
PvP01_09_v1	1233628	1233628	MAF5-221	
PvP01_09_v1	1233633	1233633	MAF5-222	
PvP01_09_v1	1234241	1234241	MAF5-223	
PvP01_09_v1	1234358	1234358	MAF5-224	
PvP01_09_v1	1234402	1234402	MAF5-225	
PvP01_09_v1	1238533	1238533	MAF5-226	
PvP01_09_v1	1870796	1870796	MAF5-227	
PvP01_09_v1	1870908	1870908	MAF5-228	
PvP01_09_v1	1875698	1875698	MAF5-229	
PvP01_09_v1	1875731	1875731	MAF5-230	
PvP01_09_v1	1875903	1875903	MAF5-231	
PvP01_09_v1	1875954	1875954	MAF5-232	
PvP01_09_v1	1875995	1875995	MAF5-233	
PvP01_09_v1	1876036	1876036	MAF5-234	
PvP01_09_v1	1876101	1876101	MAF5-235	
PvP01_09_v1	1876130	1876130	MAF5-236	
PvP01_09_v1	1877451	1877451	MAF5-237	
PvP01_09_v1	1878351	1878351	MAF5-238	
PvP01_09_v1	1878387	1878387	MAF5-239	
PvP01_10_v1	218827	218827	MAF5-240	
PvP01_10_v1	218830	218830	MAF5-241	
PvP01_10_v1	218848	218848	MAF5-242	
PvP01_10_v1	218856	218856	MAF5-243	
PvP01_10_v1	218866	218866	MAF5-244	
PvP01_10_v1	218879	218879	MAF5-245	
PvP01_10_v1	218887	218887	MAF5-246	
PvP01_10_v1	218896	218896	MAF5-247	
PvP01_10_v1	218904	218904	MAF5-248	
PvP01_10_v1	218920	218920	MAF5-249	
PvP01_10_v1	218927	218927	MAF5-250	
PvP01_10_v1	218931	218931	MAF5-251	
PvP01_10_v1	218949	218949	MAF5-252	
PvP01_10_v1	218955	218955	MAF5-253	
PvP01_10_v1	218959	218959	MAF5-254	
PvP01_10_v1	218981	218981	MAF5-255	
PvP01_10_v1	218988	218988	MAF5-256	
PvP01_10_v1	218995	218995	MAF5-257	
PvP01_10_v1	219020	219020	MAF5-258	
PvP01_10_v1	219023	219023	MAF5-259	
PvP01_10_v1	219025	219025	MAF5-260	
PvP01_10_v1	219033	219033	MAF5-261	
PvP01_10_v1	219058	219058	MAF5-262	
PvP01_10_v1	219060	219060	MAF5-263	
PvP01_10_v1	219071	219071	MAF5-264	
PvP01_10_v1	637102	637102	MAF5-265	
PvP01_10_v1	637189	637189	MAF5-266	
PvP01_10_v1	637215	637215	MAF5-267	
PvP01_10_v1	637223	637223	MAF5-268	
PvP01_10_v1	637255	637255	MAF5-269	
PvP01_10_v1	637360	637360	MAF5-270	
PvP01_10_v1	637374	637374	MAF5-271	
PvP01_10_v1	637388	637388	MAF5-272	
PvP01_10_v1	637395	637395	MAF5-273	
PvP01_10_v1	637403	637403	MAF5-274	
PvP01_10_v1	637416	637416	MAF5-275	
PvP01_10_v1	637423	637423	MAF5-276	
PvP01_10_v1	637440	637440	MAF5-277	
PvP01_10_v1	637452	637452	MAF5-278	
PvP01_10_v1	637461	637461	MAF5-279	
PvP01_10_v1	637485	637485	MAF5-280	
PvP01_10_v1	637505	637505	MAF5-281	
PvP01_10_v1	637510	637510	MAF5-282	
PvP01_10_v1	637517	637517	MAF5-283	
PvP01_10_v1	637555	637555	MAF5-284	
PvP01_10_v1	637866	637866	MAF5-285	
PvP01_10_v1	637884	637884	MAF5-286	
PvP01_10_v1	638153	638153	MAF5-287	
PvP01_10_v1	638205	638205	MAF5-288	
PvP01_10_v1	1054370	1054370	MAF5-289	
PvP01_10_v1	1332868	1332868	MAF5-290	
PvP01_10_v1	1332899	1332899	MAF5-291	
PvP01_10_v1	1332908	1332908	MAF5-292	
PvP01_10_v1	1348883	1348883	MAF5-293	
PvP01_11_v1	450767	450767	MAF5-294	
PvP01_11_v1	450808	450808	MAF5-295	
PvP01_11_v1	450813	450813	MAF5-296	
PvP01_11_v1	754111	754111	MAF5-297	
PvP01_11_v1	754112	754112	MAF5-298	
PvP01_11_v1	754113	754113	MAF5-299	
PvP01_11_v1	754118	754118	MAF5-300	
PvP01_11_v1	754123	754123	MAF5-301	
PvP01_11_v1	754135	754135	MAF5-302	
PvP01_11_v1	754153	754153	MAF5-303	
PvP01_11_v1	754156	754156	MAF5-304	
PvP01_11_v1	754159	754159	MAF5-305	
PvP01_11_v1	754161	754161	MAF5-306	
PvP01_11_v1	754171	754171	MAF5-307	
PvP01_11_v1	754184	754184	MAF5-308	
PvP01_11_v1	754192	754192	MAF5-309	
PvP01_11_v1	754197	754197	MAF5-310	
PvP01_11_v1	754686	754686	MAF5-311	
PvP01_11_v1	832471	832471	MAF5-312	
PvP01_11_v1	1066287	1066287	MAF5-313	
PvP01_11_v1	1848947	1848947	MAF5-314	
PvP01_11_v1	1848948	1848948	MAF5-315	
PvP01_11_v1	1849258	1849258	MAF5-316	
PvP01_11_v1	1849275	1849275	MAF5-317	
PvP01_11_v1	1849437	1849437	MAF5-318	
PvP01_11_v1	1849440	1849440	MAF5-319	
PvP01_11_v1	1849459	1849459	MAF5-320	
PvP01_11_v1	1861605	1861605	MAF5-321	
PvP01_11_v1	1861646	1861646	MAF5-322	
PvP01_11_v1	1861649	1861649	MAF5-323	
PvP01_11_v1	1861652	1861652	MAF5-324	
PvP01_11_v1	1861694	1861694	MAF5-325	
PvP01_11_v1	1981823	1981823	MAF5-326	
PvP01_11_v1	1981829	1981829	MAF5-327	
PvP01_11_v1	1981830	1981830	MAF5-328	
PvP01_11_v1	1981838	1981838	MAF5-329	
PvP01_11_v1	1981842	1981842	MAF5-330	
PvP01_11_v1	1981843	1981843	MAF5-331	
PvP01_11_v1	1981851	1981851	MAF5-332	
PvP01_11_v1	1981853	1981853	MAF5-333	
PvP01_11_v1	1981857	1981857	MAF5-334	
PvP01_11_v1	1981861	1981861	MAF5-335	
PvP01_11_v1	1981863	1981863	MAF5-336	
PvP01_11_v1	1981869	1981869	MAF5-337	
PvP01_11_v1	1981879	1981879	MAF5-338	
PvP01_11_v1	1981884	1981884	MAF5-339	
PvP01_11_v1	1981886	1981886	MAF5-340	
PvP01_11_v1	1981906	1981906	MAF5-341	
PvP01_11_v1	1981912	1981912	MAF5-342	
PvP01_11_v1	1981915	1981915	MAF5-343	
PvP01_11_v1	1981925	1981925	MAF5-344	
PvP01_12_v1	391185	391185	MAF5-345	
PvP01_12_v1	393401	393401	MAF5-346	
PvP01_12_v1	393653	393653	MAF5-347	
PvP01_12_v1	401666	401666	MAF5-348	
PvP01_12_v1	401693	401693	MAF5-349	
PvP01_12_v1	401729	401729	MAF5-350	
PvP01_12_v1	402192	402192	MAF5-351	
PvP01_12_v1	404129	404129	MAF5-352	
PvP01_12_v1	811211	811211	MAF5-353	
PvP01_12_v1	811250	811250	MAF5-354	
PvP01_12_v1	1607833	1607833	MAF5-355	
PvP01_12_v1	1607847	1607847	MAF5-356	
PvP01_12_v1	2365752	2365752	MAF5-357	
PvP01_12_v1	2365800	2365800	MAF5-358	
PvP01_12_v1	2374596	2374596	MAF5-359	
PvP01_12_v1	2375267	2375267	MAF5-360	
PvP01_12_v1	2375288	2375288	MAF5-361	
PvP01_12_v1	2375302	2375302	MAF5-362	
PvP01_12_v1	2375699	2375699	MAF5-363	
PvP01_12_v1	2381292	2381292	MAF5-364	
PvP01_12_v1	2381341	2381341	MAF5-365	
PvP01_12_v1	2381383	2381383	MAF5-366	
PvP01_12_v1	2381439	2381439	MAF5-367	
PvP01_12_v1	2383446	2383446	MAF5-368	
PvP01_12_v1	2383466	2383466	MAF5-369	
PvP01_12_v1	2384461	2384461	MAF5-370	
PvP01_12_v1	2384533	2384533	MAF5-371	
PvP01_12_v1	2384564	2384564	MAF5-372	
PvP01_12_v1	2384583	2384583	MAF5-373	
PvP01_12_v1	2384610	2384610	MAF5-374	
PvP01_12_v1	2384690	2384690	MAF5-375	
PvP01_12_v1	2384723	2384723	MAF5-376	
PvP01_12_v1	2384909	2384909	MAF5-377	
PvP01_12_v1	2384928	2384928	MAF5-378	
PvP01_12_v1	2384949	2384949	MAF5-379	
PvP01_12_v1	2385027	2385027	MAF5-380	
PvP01_12_v1	2385758	2385758	MAF5-381	
PvP01_12_v1	2385776	2385776	MAF5-382	
PvP01_12_v1	2385798	2385798	MAF5-383	
PvP01_12_v1	2385816	2385816	MAF5-384	
PvP01_12_v1	2385875	2385875	MAF5-385	
PvP01_12_v1	2385891	2385891	MAF5-386	
PvP01_12_v1	2385927	2385927	MAF5-387	
PvP01_12_v1	2387496	2387496	MAF5-388	
PvP01_12_v1	2387696	2387696	MAF5-389	
PvP01_12_v1	2387729	2387729	MAF5-390	
PvP01_12_v1	2393140	2393140	MAF5-391	
PvP01_12_v1	2393235	2393235	MAF5-392	
PvP01_13_v1	138641	138641	MAF5-393	
PvP01_13_v1	283979	283979	MAF5-394	
PvP01_13_v1	284019	284019	MAF5-395	
PvP01_13_v1	284185	284185	MAF5-396	
PvP01_13_v1	284191	284191	MAF5-397	
PvP01_13_v1	284216	284216	MAF5-398	
PvP01_13_v1	301304	301304	MAF5-399	
PvP01_13_v1	301308	301308	MAF5-400	
PvP01_13_v1	301338	301338	MAF5-401	
PvP01_13_v1	302363	302363	MAF5-402	
PvP01_13_v1	302395	302395	MAF5-403	
PvP01_13_v1	302402	302402	MAF5-404	
PvP01_13_v1	302432	302432	MAF5-405	
PvP01_13_v1	302444	302444	MAF5-406	
PvP01_13_v1	302457	302457	MAF5-407	
PvP01_13_v1	302462	302462	MAF5-408	
PvP01_13_v1	302479	302479	MAF5-409	
PvP01_13_v1	302496	302496	MAF5-410	
PvP01_13_v1	302524	302524	MAF5-411	
PvP01_13_v1	302528	302528	MAF5-412	
PvP01_13_v1	302545	302545	MAF5-413	
PvP01_13_v1	302551	302551	MAF5-414	
PvP01_13_v1	302567	302567	MAF5-415	
PvP01_13_v1	302591	302591	MAF5-416	
PvP01_13_v1	302599	302599	MAF5-417	
PvP01_13_v1	302664	302664	MAF5-418	
PvP01_13_v1	302676	302676	MAF5-419	
PvP01_13_v1	302690	302690	MAF5-420	
PvP01_13_v1	302704	302704	MAF5-421	
PvP01_13_v1	302707	302707	MAF5-422	
PvP01_13_v1	302718	302718	MAF5-423	
PvP01_13_v1	302739	302739	MAF5-424	
PvP01_13_v1	302744	302744	MAF5-425	
PvP01_13_v1	302757	302757	MAF5-426	
PvP01_13_v1	302766	302766	MAF5-427	
PvP01_13_v1	302820	302820	MAF5-428	
PvP01_13_v1	302879	302879	MAF5-429	
PvP01_13_v1	1043916	1043916	MAF5-430	
PvP01_13_v1	1043923	1043923	MAF5-431	
PvP01_13_v1	1043934	1043934	MAF5-432	
PvP01_14_v1	209856	209856	MAF5-433	
PvP01_14_v1	455354	455354	MAF5-434	
PvP01_14_v1	455375	455375	MAF5-435	
PvP01_14_v1	455426	455426	MAF5-436	
PvP01_14_v1	455773	455773	MAF5-437	
PvP01_14_v1	455801	455801	MAF5-438	
PvP01_14_v1	455824	455824	MAF5-439	
PvP01_14_v1	455912	455912	MAF5-440	
PvP01_14_v1	455946	455946	MAF5-441	
PvP01_14_v1	455989	455989	MAF5-442	
PvP01_14_v1	456051	456051	MAF5-443	
PvP01_14_v1	456090	456090	MAF5-444	
PvP01_14_v1	456148	456148	MAF5-445	
PvP01_14_v1	456656	456656	MAF5-446	
PvP01_14_v1	456685	456685	MAF5-447	
PvP01_14_v1	456846	456846	MAF5-448	
PvP01_14_v1	456863	456863	MAF5-449	
PvP01_14_v1	456875	456875	MAF5-450	
PvP01_14_v1	456896	456896	MAF5-451	
PvP01_14_v1	456951	456951	MAF5-452	
PvP01_14_v1	457670	457670	MAF5-453	
PvP01_14_v1	457771	457771	MAF5-454	
PvP01_14_v1	457795	457795	MAF5-455	
PvP01_14_v1	457821	457821	MAF5-456	
PvP01_14_v1	457837	457837	MAF5-457	
PvP01_14_v1	459405	459405	MAF5-458	
PvP01_14_v1	459460	459460	MAF5-459	
PvP01_14_v1	459967	459967	MAF5-460	
PvP01_14_v1	460097	460097	MAF5-461	
PvP01_14_v1	460118	460118	MAF5-462	
PvP01_14_v1	460149	460149	MAF5-463	
PvP01_14_v1	460226	460226	MAF5-464	
PvP01_14_v1	460280	460280	MAF5-465	
PvP01_14_v1	460310	460310	MAF5-466	
PvP01_14_v1	460337	460337	MAF5-467	
PvP01_14_v1	460388	460388	MAF5-468	
PvP01_14_v1	460465	460465	MAF5-469	
PvP01_14_v1	460559	460559	MAF5-470	
PvP01_14_v1	460940	460940	MAF5-471	
PvP01_14_v1	461061	461061	MAF5-472	
PvP01_14_v1	461423	461423	MAF5-473	
PvP01_14_v1	461931	461931	MAF5-474	
PvP01_14_v1	1786674	1786674	MAF5-475	
PvP01_14_v1	2485606	2485606	MAF5-476	
PvP01_14_v1	2485652	2485652	MAF5-477	
PvP01_14_v1	2485697	2485697	MAF5-478	
PvP01_MIT_v1	14	14	MAF5-479	
PvP01_MIT_v1	105	105	MAF5-480	
PvP01_MIT_v1	180	180	MAF5-481	
PvP01_MIT_v1	1433	1433	MAF5-482	
PvP01_MIT_v1	1470	1470	MAF5-483	
PvP01_MIT_v1	2908	2908	MAF5-484	
PvP01_MIT_v1	2909	2909	MAF5-485	
PvP01_MIT_v1	2964	2964	MAF5-486	
PvP01_MIT_v1	3183	3183	MAF5-487	
PvP01_MIT_v1	3231	3231	MAF5-488	
PvP01_MIT_v1	3234	3234	MAF5-489	
PvP01_MIT_v1	4781	4781	MAF5-490	
